grid_id,lat,lon,avg_severity,total_loss,total_casualties,event_count,risk_score,cluster,risk_label
11.0_151.0,11.0,151.0,6.00625,56067851.61,673,8,9.328188441704143,2,Very High Risk
11.0_153.0,11.0,153.0,5.851,39480026.0,1108,10,9.345845360410918,0,High Risk
11.0_163.0,11.0,163.0,5.817142857142857,42225170.82,884,7,9.256321431754179,0,High Risk
11.0_169.0,11.0,169.0,5.52,49942829.980000004,860,9,9.231603719278034,0,High Risk
11.0_3.0,11.0,3.0,7.151428571428572,58087758.1,1138,7,9.827984168493984,1,Extreme Danger Zone
11.0_31.0,11.0,31.0,6.306,39827625.67,542,5,9.210130152969953,2,Very High Risk
11.0_39.0,11.0,39.0,6.242,34655401.75,768,5,9.253592496264389,2,Very High Risk
11.0_89.0,11.0,89.0,7.465,23663652.58,298,2,9.153329548297405,2,Very High Risk
11.0_93.0,11.0,93.0,5.523333333333333,47968273.13,738,9,9.174663003999775,0,High Risk
13.0_-101.0,13.0,-101.0,5.876666666666666,43332152.550000004,967,6,9.295482289172071,0,High Risk
13.0_-109.0,13.0,-109.0,6.601999999999999,72186003.71000001,1628,10,9.867533033207998,1,Extreme Danger Zone
13.0_-11.0,13.0,-11.0,5.976666666666667,35098778.519999996,864,6,9.228512941881569,0,High Risk
13.0_-113.0,13.0,-113.0,6.275555555555556,69604302.72,1364,9,9.696099175786912,1,Extreme Danger Zone
13.0_-115.0,13.0,-115.0,6.882499999999999,18627279.72,578,4,9.156125865364716,2,Very High Risk
13.0_-129.0,13.0,-129.0,4.843999999999999,57192237.45,1040,10,9.135949274577191,0,High Risk
13.0_-141.0,13.0,-141.0,6.209166666666667,80940982.76,1678,12,9.809800288327342,1,Extreme Danger Zone
13.0_-151.0,13.0,-151.0,6.048333333333333,30784815.55,636,6,9.118881558748795,0,High Risk
13.0_-169.0,13.0,-169.0,5.115833333333334,56545380.800000004,1082,12,9.242658237269175,0,High Risk
13.0_-17.0,13.0,-17.0,5.668333333333334,34073418.01,809,6,9.107409730338992,0,High Risk
13.0_-31.0,13.0,-31.0,6.351999999999999,41841453.82,580,5,9.259020618423063,2,Very High Risk
13.0_-37.0,13.0,-37.0,5.053333333333333,51555331.379999995,846,9,9.096218578897641,0,High Risk
13.0_-83.0,13.0,-83.0,6.623333333333334,49961356.34,641,6,9.438995629428746,1,Extreme Danger Zone
13.0_-85.0,13.0,-85.0,8.333333333333334,24176702.52,526,3,9.619059619575921,1,Extreme Danger Zone
13.0_-93.0,13.0,-93.0,5.75375,46684875.35,924,8,9.292464825975646,0,High Risk
13.0_1.0,13.0,1.0,5.183636363636364,50895239.65,1464,11,9.314048722470972,0,High Risk
13.0_137.0,13.0,137.0,6.1625,29785881.18,724,4,9.148408813760975,0,High Risk
13.0_145.0,13.0,145.0,6.4925,32138699.939999998,628,4,9.22760461785274,2,Very High Risk
13.0_151.0,13.0,151.0,6.267142857142857,38563447.56,637,7,9.265933133509566,2,Very High Risk
13.0_157.0,13.0,157.0,5.525833333333334,59661641.81,1586,12,9.496385113767154,0,High Risk
13.0_25.0,13.0,25.0,5.452857142857143,52735256.14,679,7,9.134667578204011,0,High Risk
13.0_39.0,13.0,39.0,6.435714285714285,39981165.52,962,7,9.450850182681604,1,Extreme Danger Zone
13.0_5.0,13.0,5.0,6.042222222222223,47871939.07,1233,9,9.48354206383632,1,Extreme Danger Zone
13.0_53.0,13.0,53.0,6.452857142857143,31481524.21,724,7,9.299126222621588,2,Very High Risk
13.0_7.0,13.0,7.0,7.023999999999999,22299203.62,709,5,9.331973908492317,2,Very High Risk
13.0_85.0,13.0,85.0,5.662222222222223,60254226.89,1025,9,9.383177073781646,0,High Risk
13.0_89.0,13.0,89.0,5.367777777777778,40504991.45,864,9,9.124491433167293,0,High Risk
15.0_-107.0,15.0,-107.0,7.585,25256681.53,293,2,9.203815559065688,2,Very High Risk
15.0_-129.0,15.0,-129.0,5.258,45533547.34,1096,10,9.207477846877499,0,High Risk
15.0_-131.0,15.0,-131.0,5.685714285714285,46620449.01,857,7,9.237304623003492,0,High Risk
15.0_-27.0,15.0,-27.0,6.15875,35863763.07,711,8,9.256342227057022,2,Very High Risk
15.0_-65.0,15.0,-65.0,5.3933333333333335,38610353.51,994,6,9.124123151058043,0,High Risk
15.0_-79.0,15.0,-79.0,6.419999999999999,31014417.92,523,3,9.118065775637278,2,Very High Risk
15.0_-83.0,15.0,-83.0,7.336666666666666,16478705.32,609,3,9.24894099707149,2,Very High Risk
15.0_-89.0,15.0,-89.0,6.0633333333333335,40871866.11,972,9,9.371159495540413,2,Very High Risk
15.0_109.0,15.0,109.0,6.19375,44408319.57,768,8,9.354055971606451,2,Very High Risk
15.0_11.0,15.0,11.0,6.048333333333333,35096862.95,971,6,9.284984457730856,2,Very High Risk
15.0_137.0,15.0,137.0,7.04,22739888.11,620,3,9.261918111645706,2,Very High Risk
15.0_139.0,15.0,139.0,5.76125,44942994.08,1048,8,9.321046880861198,0,High Risk
15.0_143.0,15.0,143.0,6.191666666666666,48414670.92,715,6,9.332789104371487,2,Very High Risk
15.0_23.0,15.0,23.0,7.62,42128217.85,736,6,9.728235889238434,1,Extreme Danger Zone
15.0_71.0,15.0,71.0,5.577500000000001,61682666.16,1244,12,9.449066236869225,0,High Risk
15.0_75.0,15.0,75.0,5.087777777777777,40511619.99,1038,9,9.095525868645291,0,High Risk
15.0_85.0,15.0,85.0,5.885000000000001,42858356.26,863,6,9.260586211315859,0,High Risk
15.0_87.0,15.0,87.0,6.838571428571428,45397078.34,835,7,9.567391665432064,1,Extreme Danger Zone
15.0_89.0,15.0,89.0,4.601666666666667,59774772.65,1152,12,9.123859977207282,0,High Risk
15.0_9.0,15.0,9.0,7.102500000000001,26620150.68,508,4,9.290581916874503,2,Very High Risk
17.0_-101.0,17.0,-101.0,6.16,42372382.379999995,959,8,9.396404654856324,2,Very High Risk
17.0_-111.0,17.0,-111.0,5.034545454545455,60638427.5,1660,11,9.35953864934396,0,High Risk
17.0_-13.0,17.0,-13.0,5.545,61956608.65,1142,8,9.378229412966812,0,High Risk
17.0_-149.0,17.0,-149.0,6.277142857142857,43284997.61,770,7,9.36038852753562,2,Very High Risk
17.0_-15.0,17.0,-15.0,6.271428571428572,41024971.39,686,7,9.30798046984404,2,Very High Risk
17.0_-151.0,17.0,-151.0,5.346666666666667,45459889.01,982,9,9.191143532412381,0,High Risk
17.0_-159.0,17.0,-159.0,6.084285714285714,33436830.22,1100,7,9.331972683927486,2,Very High Risk
17.0_-165.0,17.0,-165.0,6.221111111111111,69176034.47,1053,9,9.600345677074838,1,Extreme Danger Zone
17.0_-31.0,17.0,-31.0,6.111666666666667,32944125.43,752,6,9.208407647035589,2,Very High Risk
17.0_-71.0,17.0,-71.0,5.71,50069865.31,1045,9,9.34775607695906,0,High Risk
17.0_-73.0,17.0,-73.0,6.455000000000001,42929753.69,932,6,9.455135292959294,1,Extreme Danger Zone
17.0_-79.0,17.0,-79.0,6.486666666666667,36345944.19,511,3,9.178704785608588,2,Very High Risk
17.0_-83.0,17.0,-83.0,6.175714285714286,34693545.86,781,7,9.267834139496914,2,Very High Risk
17.0_109.0,17.0,109.0,6.0875,38104904.78,879,8,9.316705107706671,2,Very High Risk
17.0_119.0,17.0,119.0,6.261666666666667,37183517.99,740,6,9.284904057445315,2,Very High Risk
17.0_123.0,17.0,123.0,5.775714285714286,44937819.22,672,7,9.180419134570856,0,High Risk
17.0_51.0,17.0,51.0,5.2875,52392815.82,875,8,9.17086630190654,0,High Risk
17.0_65.0,17.0,65.0,7.178,47415814.5,984,5,9.70270835667962,1,Extreme Danger Zone
17.0_97.0,17.0,97.0,5.647142857142858,41806023.58,767,7,9.159789236000414,0,High Risk
19.0_-107.0,19.0,-107.0,6.1625,28963281.08,774,4,9.160014535215007,2,Very High Risk
19.0_-113.0,19.0,-113.0,6.761111111111111,67022161.54,1282,9,9.811838924068626,1,Extreme Danger Zone
19.0_-133.0,19.0,-133.0,6.061428571428571,53920025.75,1215,7,9.49827310055645,1,Extreme Danger Zone
19.0_-135.0,19.0,-135.0,5.926,35262302.2,661,5,9.119053129687059,0,High Risk
19.0_-139.0,19.0,-139.0,6.375,33306026.88,498,4,9.133600306764789,2,Very High Risk
19.0_-41.0,19.0,-41.0,5.442,58704239.81,1063,10,9.329733486552595,0,High Risk
19.0_-47.0,19.0,-47.0,5.517777777777777,43452062.26,1248,9,9.30077206398863,0,High Risk
19.0_-49.0,19.0,-49.0,5.473333333333333,39147453.94,851,9,9.141388258459115,0,High Risk
19.0_-81.0,19.0,-81.0,6.32375,29866658.880000003,1104,8,9.382803650532642,2,Very High Risk
19.0_11.0,19.0,11.0,6.283333333333333,48381349.74,1184,9,9.546895420013552,1,Extreme Danger Zone
19.0_117.0,19.0,117.0,5.775,50088947.34,936,8,9.323820727316688,0,High Risk
19.0_135.0,19.0,135.0,8.07,37011110.6,721,3,9.762255599490917,1,Extreme Danger Zone
19.0_137.0,19.0,137.0,5.5442857142857145,34440243.379999995,924,7,9.126588889702656,0,High Risk
19.0_143.0,19.0,143.0,5.385555555555555,43176495.62,971,9,9.18397397093558,0,High Risk
19.0_149.0,19.0,149.0,5.933333333333334,42609581.31,895,6,9.284250055637878,0,High Risk
19.0_159.0,19.0,159.0,6.555,43020609.03,821,6,9.447770091978011,1,Extreme Danger Zone
19.0_25.0,19.0,25.0,5.651428571428572,55792242.53,643,7,9.194825967283089,0,High Risk
19.0_33.0,19.0,33.0,7.64,33336813.79,537,4,9.535953227351063,1,Extreme Danger Zone
19.0_55.0,19.0,55.0,6.16,41848308.480000004,490,6,9.16639284104611,2,Very High Risk
19.0_81.0,19.0,81.0,6.002,40890739.050000004,607,5,9.1607526687329,0,High Risk
21.0_-103.0,21.0,-103.0,5.892499999999999,63620860.629999995,1336,12,9.57423560514958,1,Extreme Danger Zone
21.0_-111.0,21.0,-111.0,5.761428571428572,43612135.370000005,1184,7,9.336875949675884,0,High Risk
21.0_-125.0,21.0,-125.0,5.555,40863547.199999996,855,6,9.144496822218128,0,High Risk
21.0_-151.0,21.0,-151.0,9.2,11382598.74,324,1,9.438741195372957,1,Extreme Danger Zone
21.0_-165.0,21.0,-165.0,6.418333333333333,36675727.07,743,6,9.328991045477162,2,Very High Risk
21.0_-59.0,21.0,-59.0,5.3475,36568699.57,1003,8,9.121907624854286,0,High Risk
21.0_-69.0,21.0,-69.0,5.3076923076923075,74995711.21000001,1081,13,9.392065812891031,0,High Risk
21.0_-71.0,21.0,-71.0,5.582222222222223,53520191.13,1214,9,9.37434585179369,0,High Risk
21.0_-77.0,21.0,-77.0,6.10625,51695492.660000004,810,8,9.389342225697307,2,Very High Risk
21.0_-81.0,21.0,-81.0,5.598571428571428,32247819.5,1065,7,9.165704469415243,0,High Risk
21.0_-89.0,21.0,-89.0,5.987142857142857,46066136.06,624,7,9.229089111442823,0,High Risk
21.0_-9.0,21.0,-9.0,5.5825,61097979.769999996,1029,8,9.354063494793193,0,High Risk
21.0_115.0,21.0,115.0,6.086,30490288.900000002,661,5,9.123431261790305,0,High Risk
21.0_117.0,21.0,117.0,5.71,61619845.61,930,9,9.375084661034677,0,High Risk
21.0_119.0,21.0,119.0,5.663333333333334,36281325.65,767,6,9.108772059706345,0,High Risk
21.0_125.0,21.0,125.0,5.183999999999999,46456456.96,1082,10,9.18744441455479,0,High Risk
21.0_127.0,21.0,127.0,5.881428571428572,36443972.72,1068,7,9.288102400716848,0,High Risk
21.0_133.0,21.0,133.0,5.67,57186178.19,799,7,9.272874513849004,0,High Risk
21.0_153.0,21.0,153.0,7.042857142857143,39563805.99,968,7,9.631708268613897,1,Extreme Danger Zone
21.0_169.0,21.0,169.0,6.0425,56404982.49,933,8,9.438735810897246,2,Very High Risk
21.0_17.0,21.0,17.0,5.787777777777778,53862345.83,1111,9,9.411349150229821,0,High Risk
21.0_21.0,21.0,21.0,5.46,52808733.410000004,1124,11,9.328808307198514,0,High Risk
21.0_47.0,21.0,47.0,6.583333333333333,21293623.77,610,3,9.100334007655187,2,Very High Risk
21.0_55.0,21.0,55.0,5.895,42308213.53,1155,8,9.37218631913015,2,Very High Risk
21.0_81.0,21.0,81.0,6.535,31345377.15,418,4,9.1109782832428,2,Very High Risk
21.0_91.0,21.0,91.0,6.825,38295779.98,439,4,9.272731296587994,2,Very High Risk
23.0_-117.0,23.0,-117.0,5.82875,40855895.29,883,8,9.26135308918854,0,High Risk
23.0_-131.0,23.0,-131.0,5.178888888888888,53998404.79,894,9,9.164311815954132,0,High Risk
23.0_-137.0,23.0,-137.0,5.3774999999999995,51298132.0,770,8,9.153228444517586,0,High Risk
23.0_-141.0,23.0,-141.0,6.066666666666666,50859137.45,686,6,9.2976624160252,2,Very High Risk
23.0_-151.0,23.0,-151.0,5.703333333333333,40875673.01,666,6,9.114241731656325,0,High Risk
23.0_-17.0,23.0,-17.0,6.068571428571429,45180900.11,1058,7,9.40589519052754,2,Very High Risk
23.0_-19.0,23.0,-19.0,5.357142857142857,44462088.45999999,880,7,9.132448537630879,0,High Risk
23.0_-47.0,23.0,-47.0,5.511111111111111,50665692.96,1098,9,9.306466506493903,0,High Risk
23.0_-5.0,23.0,-5.0,6.116666666666667,32907434.77,792,6,9.225100741829518,2,Very High Risk
23.0_-75.0,23.0,-75.0,5.692857142857143,42840833.2,839,7,9.207722547319298,0,High Risk
23.0_-87.0,23.0,-87.0,6.993333333333333,53763124.91,740,6,9.615020721935187,1,Extreme Danger Zone
23.0_109.0,23.0,109.0,5.5633333333333335,49714803.38,886,9,9.252156000460293,0,High Risk
23.0_11.0,23.0,11.0,6.293333333333334,28686386.09,695,6,9.197775888241106,2,Very High Risk
23.0_111.0,23.0,111.0,6.251666666666666,36583364.47,709,6,9.264201765826765,2,Very High Risk
23.0_149.0,23.0,149.0,5.642857142857143,31939615.43,917,7,9.131267821691125,0,High Risk
23.0_159.0,23.0,159.0,5.496666666666667,64248974.08,1107,12,9.402071394803357,0,High Risk
23.0_25.0,23.0,25.0,5.9625,52079217.81,909,8,9.382988804370122,2,Very High Risk
23.0_27.0,23.0,27.0,5.7625,36135880.88,1029,8,9.250505748365361,0,High Risk
23.0_3.0,23.0,3.0,5.062222222222222,59446453.5,1002,9,9.192326374645974,0,High Risk
23.0_31.0,23.0,31.0,5.821428571428571,31705058.31,704,7,9.103428114179447,0,High Risk
23.0_33.0,23.0,33.0,6.21,37680921.5,616,5,9.203036001051467,2,Very High Risk
23.0_35.0,23.0,35.0,6.5725,29627231.380000003,634,4,9.230042643665131,2,Very High Risk
23.0_37.0,23.0,37.0,5.364285714285714,38831881.48,1066,7,9.151437398016403,0,High Risk
23.0_51.0,23.0,51.0,5.83875,41827384.74,1146,8,9.349537546136803,0,High Risk
23.0_57.0,23.0,57.0,6.303333333333333,54690854.84,975,9,9.531459410462586,1,Extreme Danger Zone
23.0_79.0,23.0,79.0,6.606,38137768.269999996,605,5,9.320054643289666,2,Very High Risk
23.0_9.0,23.0,9.0,6.366,44875720.769999996,461,5,9.21546766084368,2,Very High Risk
23.0_99.0,23.0,99.0,5.895,52246742.28,480,6,9.147297631126433,0,High Risk
25.0_-143.0,25.0,-143.0,6.083333333333333,31185918.33,568,6,9.099398319359226,0,High Risk
25.0_-145.0,25.0,-145.0,5.4799999999999995,43919193.05,732,7,9.110446466110181,0,High Risk
25.0_-161.0,25.0,-161.0,7.835,14278206.64,436,2,9.226614684873036,2,Very High Risk
25.0_-165.0,25.0,-165.0,6.963333333333334,31539606.53,565,3,9.30923406833035,2,Very High Risk
25.0_-29.0,25.0,-29.0,5.31,50774201.300000004,721,9,9.120735737413213,0,High Risk
25.0_-3.0,25.0,-3.0,6.046250000000001,42652616.839999996,1016,8,9.381560939434108,2,Very High Risk
25.0_-31.0,25.0,-31.0,5.528888888888889,34063737.56,1039,9,9.17614117094305,0,High Risk
25.0_-73.0,25.0,-73.0,5.982857142857143,55992537.5,910,7,9.399382865828297,2,Very High Risk
25.0_-9.0,25.0,-9.0,5.55,44098280.78,893,7,9.19223530004602,0,High Risk
25.0_-99.0,25.0,-99.0,6.008333333333333,26557034.28,848,6,9.148750346653385,0,High Risk
25.0_105.0,25.0,105.0,6.287142857142858,45910545.15,783,7,9.386071341092677,2,Very High Risk
25.0_117.0,25.0,117.0,5.632857142857143,46459309.82,850,7,9.217951171005424,0,High Risk
25.0_123.0,25.0,123.0,6.093999999999999,33941878.16,675,5,9.164281924742523,0,High Risk
25.0_139.0,25.0,139.0,6.6225000000000005,34083572.67,435,4,9.174284298939147,2,Very High Risk
25.0_147.0,25.0,147.0,5.555,42361120.01,1033,8,9.237101936922636,0,High Risk
25.0_159.0,25.0,159.0,5.24875,47563384.07,850,8,9.12154323689985,0,High Risk
25.0_167.0,25.0,167.0,6.4799999999999995,33272667.08,790,5,9.32123938911789,2,Very High Risk
25.0_17.0,25.0,17.0,6.012857142857143,44745673.73,673,7,9.250721933479504,0,High Risk
25.0_25.0,25.0,25.0,5.461111111111111,51288853.29,1443,9,9.377038744838568,0,High Risk
25.0_29.0,25.0,29.0,6.960000000000001,15942999.219999999,583,3,9.112958860917056,2,Very High Risk
25.0_35.0,25.0,35.0,5.2075,52367291.18,761,8,9.104894252248299,0,High Risk
25.0_39.0,25.0,39.0,6.88,32578835.0,674,6,9.402756852085226,2,Very High Risk
25.0_41.0,25.0,41.0,7.763333333333333,25941354.53,557,3,9.486341822380808,1,Extreme Danger Zone
25.0_43.0,25.0,43.0,6.82,41658983.49,679,5,9.445312071581794,1,Extreme Danger Zone
25.0_49.0,25.0,49.0,6.0874999999999995,46069472.82,1018,8,9.417643902359885,2,Very High Risk
25.0_53.0,25.0,53.0,5.971428571428571,45214814.37,872,7,9.319034001779126,2,Very High Risk
25.0_55.0,25.0,55.0,5.41,38782063.53,837,8,9.104068420880116,0,High Risk
25.0_59.0,25.0,59.0,6.531999999999999,30598262.020000003,485,5,9.165574674470706,2,Very High Risk
25.0_65.0,25.0,65.0,5.988333333333333,37939864.03,566,6,9.128652695525558,0,High Risk
25.0_67.0,25.0,67.0,5.023,56462435.3,1249,10,9.240685015597323,0,High Risk
25.0_83.0,25.0,83.0,5.212727272727273,55691275.66,1183,11,9.285905215341977,0,High Risk
27.0_-107.0,27.0,-107.0,5.64625,48557762.18,1242,8,9.360661777378763,0,High Risk
27.0_-123.0,27.0,-123.0,6.6775,27811987.23,555,4,9.202717594619285,2,Very High Risk
27.0_-25.0,27.0,-25.0,7.27,18739338.95,440,2,9.14141537531171,2,Very High Risk
27.0_-27.0,27.0,-27.0,5.56,44967983.78,883,6,9.18436653725715,0,High Risk
27.0_-29.0,27.0,-29.0,7.273333333333333,18525804.950000003,505,3,9.20899300718011,2,Very High Risk
27.0_-45.0,27.0,-45.0,6.106666666666666,67852126.59,989,9,9.54142238254165,1,Extreme Danger Zone
27.0_-47.0,27.0,-47.0,5.1775,44659360.68,1020,8,9.135906156601404,0,High Risk
27.0_-49.0,27.0,-49.0,6.49,41106913.43,541,4,9.256029661562271,2,Very High Risk
27.0_-55.0,27.0,-55.0,6.951666666666667,36019175.97,900,6,9.54101120664822,1,Extreme Danger Zone
27.0_-77.0,27.0,-77.0,5.905714285714287,28204999.36,764,7,9.118124141406202,0,High Risk
27.0_-79.0,27.0,-79.0,7.675,33654753.21,553,4,9.558092663720512,1,Extreme Danger Zone
27.0_-81.0,27.0,-81.0,9.71,7857174.53,248,1,9.400631912744332,1,Extreme Danger Zone
27.0_-85.0,27.0,-85.0,5.098888888888889,49152689.88,1086,9,9.17041088751652,0,High Risk
27.0_103.0,27.0,103.0,5.632857142857143,44533153.16,678,7,9.137510987403932,0,High Risk
27.0_107.0,27.0,107.0,5.133846153846154,72077433.4,1317,13,9.387196266687967,0,High Risk
27.0_109.0,27.0,109.0,5.6571428571428575,34226326.66,889,7,9.147005166277921,0,High Risk
27.0_13.0,27.0,13.0,5.458,46164836.25,1393,10,9.343487995011365,0,High Risk
27.0_155.0,27.0,155.0,5.78,36536255.52,1028,8,9.258769974936644,0,High Risk
27.0_157.0,27.0,157.0,6.474285714285714,44494424.370000005,646,7,9.375196096815447,2,Very High Risk
27.0_163.0,27.0,163.0,5.8675,48301238.42,699,8,9.253186891995584,0,High Risk
27.0_37.0,27.0,37.0,7.4,22107300.39,586,4,9.366876784660635,2,Very High Risk
27.0_47.0,27.0,47.0,5.218,49193562.78,891,10,9.156611373681493,0,High Risk
27.0_51.0,27.0,51.0,6.501666666666668,45480290.56,635,6,9.371487475174385,2,Very High Risk
27.0_53.0,27.0,53.0,5.391,43228023.25,1211,10,9.261697542983825,0,High Risk
27.0_57.0,27.0,57.0,5.7844444444444445,47980383.67,1171,9,9.391422783466593,0,High Risk
27.0_59.0,27.0,59.0,5.976666666666667,34085582.54,721,6,9.16551408140537,0,High Risk
27.0_75.0,27.0,75.0,6.07,30855472.419999998,891,6,9.22707826857951,2,Very High Risk
27.0_77.0,27.0,77.0,5.69125,52615601.29,1013,8,9.337151889541174,0,High Risk
29.0_-109.0,29.0,-109.0,7.104000000000001,22510865.58,587,5,9.302246644201958,2,Very High Risk
29.0_-111.0,29.0,-111.0,6.775999999999999,37646633.45,647,5,9.387269391161396,2,Very High Risk
29.0_-127.0,29.0,-127.0,5.654,55452914.41,1374,10,9.45316568460664,0,High Risk
29.0_-141.0,29.0,-141.0,5.76,50810131.870000005,872,7,9.290606728500734,0,High Risk
29.0_-31.0,29.0,-31.0,6.5200000000000005,42439114.42,691,5,9.366126042134185,2,Very High Risk
29.0_-45.0,29.0,-45.0,6.247142857142857,57129583.87,1078,7,9.535473800167571,1,Extreme Danger Zone
29.0_-89.0,29.0,-89.0,5.151,61550256.35,1022,10,9.244847334587183,0,High Risk
29.0_103.0,29.0,103.0,6.305,26156899.54,618,6,9.138409675705011,2,Very High Risk
29.0_111.0,29.0,111.0,7.890000000000001,23373125.299999997,362,3,9.364079527882668,1,Extreme Danger Zone
29.0_123.0,29.0,123.0,5.739999999999999,37918334.39,658,6,9.099091676189639,0,High Risk
29.0_127.0,29.0,127.0,6.284285714285715,59223278.010000005,730,7,9.440601481102995,2,Very High Risk
29.0_129.0,29.0,129.0,6.028571428571429,39754365.42,1031,7,9.347760838574633,2,Very High Risk
29.0_131.0,29.0,131.0,6.873333333333334,28804406.830000002,891,6,9.44744254959395,1,Extreme Danger Zone
29.0_35.0,29.0,35.0,5.12,71773596.23,1466,12,9.406495541125679,0,High Risk
29.0_63.0,29.0,63.0,6.4159999999999995,30793603.05,792,5,9.279568183112774,2,Very High Risk
29.0_65.0,29.0,65.0,5.83875,54313514.28,1026,8,9.394751716947534,2,Very High Risk
29.0_75.0,29.0,75.0,5.666666666666667,35640695.800000004,965,9,9.208907272995756,0,High Risk
29.0_81.0,29.0,81.0,5.988333333333333,23156139.93,921,6,9.126385753054741,0,High Risk
3.0_-1.0,3.0,-1.0,7.401999999999999,25676011.32,719,5,9.491871632897599,1,Extreme Danger Zone
3.0_-101.0,3.0,-101.0,6.647499999999999,28987812.02,529,4,9.191772710887829,2,Very High Risk
3.0_-115.0,3.0,-115.0,5.5375,39394215.05,925,8,9.176973596946612,0,High Risk
3.0_-127.0,3.0,-127.0,7.99,40011552.1,593,4,9.725411226414876,1,Extreme Danger Zone
3.0_-149.0,3.0,-149.0,5.198,62628418.35,857,10,9.211389672009615,0,High Risk
3.0_-17.0,3.0,-17.0,5.323333333333333,46945806.6,996,9,9.198035079679007,0,High Risk
3.0_-3.0,3.0,-3.0,6.415,31368711.67,866,6,9.32699917064374,2,Very High Risk
3.0_-39.0,3.0,-39.0,5.3675,64564378.47,842,8,9.246014569718774,0,High Risk
3.0_-55.0,3.0,-55.0,7.19,36603895.29,826,5,9.57621693004486,1,Extreme Danger Zone
3.0_-59.0,3.0,-59.0,5.8428571428571425,45846461.06,1011,7,9.328949029078565,0,High Risk
3.0_-65.0,3.0,-65.0,6.52,28807386.44,553,4,9.164935923431656,2,Very High Risk
3.0_-7.0,3.0,-7.0,6.662000000000001,30024661.91,571,5,9.24777655400368,2,Very High Risk
3.0_-71.0,3.0,-71.0,5.50375,45193652.160000004,1079,8,9.254202519207782,0,High Risk
3.0_-93.0,3.0,-93.0,7.503333333333333,37398127.64,890,6,9.714433710577554,1,Extreme Danger Zone
3.0_105.0,3.0,105.0,5.7700000000000005,56425962.34,770,7,9.28778265227222,0,High Risk
3.0_137.0,3.0,137.0,7.1825,28182920.7,604,4,9.383530350345238,2,Very High Risk
3.0_159.0,3.0,159.0,6.2,42864585.94,791,6,9.329026401574426,2,Very High Risk
3.0_3.0,3.0,3.0,5.985,27442747.68,728,6,9.105876892415877,0,High Risk
3.0_45.0,3.0,45.0,6.332857142857143,41751060.37,423,7,9.186891962886893,2,Very High Risk
3.0_75.0,3.0,75.0,6.028333333333333,30536430.52,954,6,9.231933718497027,0,High Risk
3.0_79.0,3.0,79.0,6.0,45487461.44,758,7,9.287428875940929,2,Very High Risk
3.0_87.0,3.0,87.0,6.436666666666667,32874437.060000002,569,3,9.16578213088582,2,Very High Risk
31.0_-103.0,31.0,-103.0,6.694285714285714,45184110.24,866,7,9.533618380017494,1,Extreme Danger Zone
31.0_-11.0,31.0,-11.0,5.903333333333333,42438144.93,908,6,9.278361998329894,0,High Risk
31.0_-111.0,31.0,-111.0,7.074999999999999,39247771.34,435,4,9.352358037722091,2,Very High Risk
31.0_-131.0,31.0,-131.0,6.346,33867200.75,657,5,9.231124707526538,2,Very High Risk
31.0_-145.0,31.0,-145.0,6.675,47759081.74,639,6,9.440035414187486,1,Extreme Danger Zone
31.0_-157.0,31.0,-157.0,6.11,28795378.1,698,5,9.129788814887858,0,High Risk
31.0_-159.0,31.0,-159.0,5.892857142857143,59393953.849999994,1007,7,9.420429234300094,2,Very High Risk
31.0_-19.0,31.0,-19.0,6.4239999999999995,32600257.29,689,5,9.257332656993702,2,Very High Risk
31.0_-23.0,31.0,-23.0,6.5183333333333335,29167478.75,1036,6,9.389886659198599,2,Very High Risk
31.0_-3.0,31.0,-3.0,5.92125,43862710.93,817,8,9.287128697880009,0,High Risk
31.0_-65.0,31.0,-65.0,6.2780000000000005,30820573.97,741,5,9.218488632900597,2,Very High Risk
31.0_-73.0,31.0,-73.0,5.6,58864887.17,942,9,9.332204997506032,0,High Risk
31.0_-83.0,31.0,-83.0,5.89875,57749494.09,685,8,9.310098295340683,0,High Risk
31.0_-91.0,31.0,-91.0,6.8,42239527.79,967,6,9.564820753616589,1,Extreme Danger Zone
31.0_101.0,31.0,101.0,6.476000000000001,32155230.96,523,5,9.186249171619078,2,Very High Risk
31.0_115.0,31.0,115.0,6.956666666666667,31729736.759999998,300,3,9.119591985174113,2,Very High Risk
31.0_125.0,31.0,125.0,5.7,46307404.11,834,6,9.218064265515428,0,High Risk
31.0_147.0,31.0,147.0,6.354,39002128.22,500,5,9.194095816644744,2,Very High Risk
31.0_33.0,31.0,33.0,5.711428571428572,44239596.34,837,7,9.222217399766889,0,High Risk
31.0_35.0,31.0,35.0,6.4525,47632166.22,1028,8,9.540080940352826,1,Extreme Danger Zone
31.0_37.0,31.0,37.0,5.94,29465186.630000003,795,6,9.140086783897242,0,High Risk
31.0_41.0,31.0,41.0,6.017142857142858,55513487.54000001,773,7,9.35819954917119,2,Very High Risk
31.0_63.0,31.0,63.0,6.266666666666667,35458810.98,735,6,9.270124757008297,2,Very High Risk
31.0_65.0,31.0,65.0,6.121,47995334.78,1206,10,9.510841811479317,1,Extreme Danger Zone
31.0_67.0,31.0,67.0,5.26875,47396141.15,1046,8,9.188668139228538,0,High Risk
31.0_69.0,31.0,69.0,6.158333333333334,33573236.0,736,6,9.22163931946855,2,Very High Risk
31.0_79.0,31.0,79.0,6.906666666666666,14679698.24,630,3,9.095414022835056,2,Very High Risk
